,0,1
0,83.24034225940704,100.27803862094879
1,78.58748424053192,87.46272021532059
2,77.719392567873,77.3936633169651
3,76.62860235571861,69.87791812419891
4,73.63948917388916,64.0491414964199
5,84.17800086736679,71.62020474672318
6,84.89803594350815,58.67186522483826
7,83.37538200616837,52.93290817737579
8,81.05685693025589,50.090377897024155
9,88.27259856462479,70.161237180233
10,88.87091875076294,59.86944383382797
11,84.39123648405075,56.56184193491936
12,79.55669224262238,55.047807455062866
13,90.6274021267891,68.57926109433174
14,91.36317873001099,59.45998406410217
15,87.39425736665726,55.39820569753647
16,83.17939478158951,53.04353955388069
17,91.92680311203003,67.33133518695831
18,92.19826626777649,60.20193502306938
19,89.42348331212997,57.37169659137726
20,86.04340499639511,55.47493261098862
