,0,1
0,114.81048184633255,44.62221586704254
1,117.267562687397,55.566822946071625
2,113.18049931526184,69.8715447485447
3,108.19793164730072,82.04178750514984
4,103.90605783462524,90.78618210554123
5,93.96475750207901,80.6385549902916
6,81.39626169204712,93.64208936691284
7,72.36379051208496,101.86142206192017
8,63.39039981365204,109.45968943834305
9,87.06334412097931,72.83108451962471
10,70.3476619720459,83.16913104057312
11,59.32118663191795,91.88216578960419
12,48.79902300238609,99.90742564201355
13,83.68582463264465,63.37725028395653
14,66.76773449778557,70.5249034166336
15,55.58686235547066,76.44924277067184
16,44.744878470897675,81.66324216127396
17,83.16076272726059,53.770654052495956
18,70.5058591067791,58.932458102703094
19,62.39927119016647,63.40977108478546
20,53.85755467414856,67.49147039651871
