robot_x,robot_y,robot_z
0.262131,-0.503467,0x7ffdcec47480
0.261866,-0.502585,0x7ffdcec47480
0.261866,-0.502585,0x7ffdcec47480
0.261866,-0.502585,0x7ffdcec47480
0.261831,-0.502489,0x7ffdcec47480
0.261831,-0.502489,0x7ffdcec47480
0.261831,-0.502489,0x7ffdcec47480
0.261457,-0.502545,0x7ffdcec47480
0.261457,-0.502545,0x7ffdcec47480
0.26114,-0.502541,0x7ffdcec47480
0.26114,-0.502541,0x7ffdcec47480
0.26114,-0.502541,0x7ffdcec47480
0.260205,-0.502635,0x7ffdcec47480
0.260205,-0.502635,0x7ffdcec47480
0.260205,-0.502635,0x7ffdcec47480
0.258828,-0.502669,0x7ffdcec47480
0.258828,-0.502669,0x7ffdcec47480
0.258042,-0.502663,0x7ffdcec47480
0.258042,-0.502663,0x7ffdcec47480
0.258042,-0.502663,0x7ffdcec47480
0.255738,-0.502599,0x7ffdcec47480
0.255738,-0.502599,0x7ffdcec47480
0.254144,-0.50254,0x7ffdcec47480
0.252349,-0.502493,0x7ffdcec47480
0.252349,-0.502493,0x7ffdcec47480
0.252349,-0.502493,0x7ffdcec47480
0.250905,-0.502422,0x7ffdcec47480
0.250905,-0.502422,0x7ffdcec47480
0.250905,-0.502422,0x7ffdcec47480
0.247866,-0.502037,0x7ffdcec47480
0.247866,-0.502037,0x7ffdcec47480
0.245648,-0.501736,0x7ffdcec47480
0.243249,-0.501394,0x7ffdcec47480
0.243249,-0.501394,0x7ffdcec47480
0.241329,-0.501154,0x7ffdcec47480
0.241329,-0.501154,0x7ffdcec47480
0.241329,-0.501154,0x7ffdcec47480
0.237367,-0.500873,0x7ffdcec47480
0.237367,-0.500873,0x7ffdcec47480
0.234488,-0.500815,0x7ffdcec47480
0.231555,-0.500795,0x7ffdcec47480
0.231555,-0.500795,0x7ffdcec47480
0.229287,-0.500819,0x7ffdcec47480
0.229287,-0.500819,0x7ffdcec47480
0.229287,-0.500819,0x7ffdcec47480
0.229287,-0.500819,0x7ffdcec47480
0.224507,-0.501112,0x7ffdcec47480
0.224507,-0.501112,0x7ffdcec47480
0.218572,-0.501625,0x7ffdcec47480
0.218572,-0.501625,0x7ffdcec47480
0.215034,-0.502021,0x7ffdcec47480
0.212271,-0.502386,0x7ffdcec47480
0.212271,-0.502386,0x7ffdcec47480
0.209481,-0.502719,0x7ffdcec47480
0.209481,-0.502719,0x7ffdcec47480
0.209481,-0.502719,0x7ffdcec47480
0.202692,-0.50372,0x7ffdcec47480
0.202692,-0.50372,0x7ffdcec47480
0.202692,-0.50372,0x7ffdcec47480
0.19549,-0.50489,0x7ffdcec47480
0.19549,-0.50489,0x7ffdcec47480
0.19228,-0.505469,0x7ffdcec47480
0.19228,-0.505469,0x7ffdcec47480
0.19228,-0.505469,0x7ffdcec47480
0.184519,-0.506831,0x7ffdcec47480
0.184519,-0.506831,0x7ffdcec47480
0.181069,-0.507455,0x7ffdcec47480
0.177753,-0.508038,0x7ffdcec47480
0.177753,-0.508038,0x7ffdcec47480
0.171384,-0.509085,0x7ffdcec47480
0.171384,-0.509085,0x7ffdcec47480
0.171384,-0.509085,0x7ffdcec47480
0.168306,-0.509575,0x7ffdcec47480
0.16533,-0.510043,0x7ffdcec47480
0.16533,-0.510043,0x7ffdcec47480
0.161498,-0.510578,0x7ffdcec47480
0.161498,-0.510578,0x7ffdcec47480
0.161498,-0.510578,0x7ffdcec47480
0.156023,-0.511293,0x7ffdcec47480
0.156023,-0.511293,0x7ffdcec47480
0.150854,-0.511966,0x7ffdcec47480
0.150854,-0.511966,0x7ffdcec47480
0.150854,-0.511966,0x7ffdcec47480
0.145999,-0.512481,0x7ffdcec47480
0.145999,-0.512481,0x7ffdcec47480
0.143735,-0.51272,0x7ffdcec47480
0.141523,-0.512935,0x7ffdcec47480
0.141523,-0.512935,0x7ffdcec47480
0.138684,-0.513185,0x7ffdcec47480
0.138684,-0.513185,0x7ffdcec47480
0.138684,-0.513185,0x7ffdcec47480
0.134568,-0.513536,0x7ffdcec47480
0.134568,-0.513536,0x7ffdcec47480
0.134568,-0.513536,0x7ffdcec47480
0.130204,-0.513876,0x7ffdcec47480
0.130204,-0.513876,0x7ffdcec47480
0.130204,-0.513876,0x7ffdcec47480
0.127781,-0.514071,0x7ffdcec47480
0.127781,-0.514071,0x7ffdcec47480
0.124454,-0.514256,0x7ffdcec47480
0.124454,-0.514256,0x7ffdcec47480
0.124454,-0.514256,0x7ffdcec47480
0.120672,-0.514472,0x7ffdcec47480
0.120672,-0.514472,0x7ffdcec47480
0.120672,-0.514472,0x7ffdcec47480
0.119199,-0.514552,0x7ffdcec47480
0.119199,-0.514552,0x7ffdcec47480
0.116268,-0.514682,0x7ffdcec47480
0.116268,-0.514682,0x7ffdcec47480
0.116268,-0.514682,0x7ffdcec47480
0.113548,-0.514768,0x7ffdcec47480
0.113548,-0.514768,0x7ffdcec47480
0.113548,-0.514768,0x7ffdcec47480
0.110629,-0.51479,0x7ffdcec47480
0.110629,-0.51479,0x7ffdcec47480
0.109408,-0.514811,0x7ffdcec47480
0.109408,-0.514811,0x7ffdcec47480
0.106726,-0.514886,0x7ffdcec47480
0.106726,-0.514886,0x7ffdcec47480
0.106726,-0.514886,0x7ffdcec47480
0.106726,-0.514886,0x7ffdcec47480
0.104564,-0.514959,0x7ffdcec47480
0.104564,-0.514959,0x7ffdcec47480
0.103169,-0.515007,0x7ffdcec47480
0.102154,-0.515045,0x7ffdcec47480
0.102154,-0.515045,0x7ffdcec47480
0.10091,-0.51506,0x7ffdcec47480
0.10091,-0.51506,0x7ffdcec47480
0.10091,-0.51506,0x7ffdcec47480
0.0991144,-0.515078,0x7ffdcec47480
0.0946668,-0.515108,0x7ffdcec47480
0.0946668,-0.515108,0x7ffdcec47480
0.0946668,-0.515108,0x7ffdcec47480
0.093756,-0.515105,0x7ffdcec47480
0.093756,-0.515105,0x7ffdcec47480
0.0935559,-0.515267,0x7ffdcec47480
0.0935559,-0.515267,0x7ffdcec47480
0.0935559,-0.515267,0x7ffdcec47480
0.0929999,-0.515741,0x7ffdcec47480
0.0929999,-0.515741,0x7ffdcec47480
0.0929999,-0.515741,0x7ffdcec47480
0.0926078,-0.516084,0x7ffdcec47480
0.0926078,-0.516084,0x7ffdcec47480
0.0914903,-0.516981,0x7ffdcec47480
0.0914903,-0.516981,0x7ffdcec47480
0.0914903,-0.516981,0x7ffdcec47480
0.09001,-0.518146,0x7ffdcec47480
0.09001,-0.518146,0x7ffdcec47480
0.09001,-0.518146,0x7ffdcec47480
0.0882521,-0.519605,0x7ffdcec47480
0.0882521,-0.519605,0x7ffdcec47480
0.086301,-0.521208,0x7ffdcec47480
0.086301,-0.521208,0x7ffdcec47480
0.086301,-0.521208,0x7ffdcec47480
0.0843657,-0.523065,0x7ffdcec47480
0.0843657,-0.523065,0x7ffdcec47480
0.0843657,-0.523065,0x7ffdcec47480
0.083385,-0.524115,0x7ffdcec47480
0.083385,-0.524115,0x7ffdcec47480
0.083385,-0.524115,0x7ffdcec47480
0.0815901,-0.52626,0x7ffdcec47480
0.0815901,-0.52626,0x7ffdcec47480
0.0815901,-0.52626,0x7ffdcec47480
0.0799506,-0.528561,0x7ffdcec47480
0.0799506,-0.528561,0x7ffdcec47480
0.0783609,-0.531032,0x7ffdcec47480
0.0783609,-0.531032,0x7ffdcec47480
0.0783609,-0.531032,0x7ffdcec47480
0.0767654,-0.533839,0x7ffdcec47480
0.0767654,-0.533839,0x7ffdcec47480
0.0767654,-0.533839,0x7ffdcec47480
0.0751808,-0.536835,0x7ffdcec47480
0.0751808,-0.536835,0x7ffdcec47480
0.0737713,-0.540168,0x7ffdcec47480
0.0737713,-0.540168,0x7ffdcec47480
0.0737713,-0.540168,0x7ffdcec47480
0.0723755,-0.543746,0x7ffdcec47480
0.0723755,-0.543746,0x7ffdcec47480
0.0716695,-0.545632,0x7ffdcec47480
0.0716695,-0.545632,0x7ffdcec47480
0.0716695,-0.545632,0x7ffdcec47480
0.0703201,-0.549599,0x7ffdcec47480
0.0703201,-0.549599,0x7ffdcec47480
0.0703201,-0.549599,0x7ffdcec47480
0.0689361,-0.55386,0x7ffdcec47480
0.0689361,-0.55386,0x7ffdcec47480
0.0675655,-0.558345,0x7ffdcec47480
0.0675655,-0.558345,0x7ffdcec47480
0.0675655,-0.558345,0x7ffdcec47480
0.0663075,-0.563111,0x7ffdcec47480
0.0663075,-0.563111,0x7ffdcec47480
0.0663075,-0.563111,0x7ffdcec47480
0.0650974,-0.568183,0x7ffdcec47480
0.0650974,-0.568183,0x7ffdcec47480
0.0644809,-0.570799,0x7ffdcec47480
0.0638775,-0.573459,0x7ffdcec47480
0.0638775,-0.573459,0x7ffdcec47480
0.0632868,-0.576155,0x7ffdcec47480
0.0632868,-0.576155,0x7ffdcec47480
0.0632868,-0.576155,0x7ffdcec47480
0.062057,-0.581806,0x7ffdcec47480
0.062057,-0.581806,0x7ffdcec47480
0.062057,-0.581806,0x7ffdcec47480
0.0608495,-0.587697,0x7ffdcec47480
0.0608495,-0.587697,0x7ffdcec47480
0.0608495,-0.587697,0x7ffdcec47480
0.0596291,-0.593696,0x7ffdcec47480
0.0596291,-0.593696,0x7ffdcec47480
0.0584346,-0.599369,0x7ffdcec47480
0.0584346,-0.599369,0x7ffdcec47480
0.0584346,-0.599369,0x7ffdcec47480
0.0573304,-0.604947,0x7ffdcec47480
0.0573304,-0.604947,0x7ffdcec47480
0.0562782,-0.610259,0x7ffdcec47480
0.0562782,-0.610259,0x7ffdcec47480
0.0562782,-0.610259,0x7ffdcec47480
0.0552937,-0.615472,0x7ffdcec47480
0.0552937,-0.615472,0x7ffdcec47480
0.0552937,-0.615472,0x7ffdcec47480
0.054827,-0.617938,0x7ffdcec47480
0.054827,-0.617938,0x7ffdcec47480
0.054827,-0.617938,0x7ffdcec47480
0.0539284,-0.622699,0x7ffdcec47480
0.0539284,-0.622699,0x7ffdcec47480
0.0530333,-0.627259,0x7ffdcec47480
0.0530333,-0.627259,0x7ffdcec47480
0.0530333,-0.627259,0x7ffdcec47480
0.0521858,-0.631561,0x7ffdcec47480
0.0521858,-0.631561,0x7ffdcec47480
0.0521858,-0.631561,0x7ffdcec47480
0.0513151,-0.635556,0x7ffdcec47480
0.0513151,-0.635556,0x7ffdcec47480
0.0505168,-0.639266,0x7ffdcec47480
0.0505168,-0.639266,0x7ffdcec47480
0.0505168,-0.639266,0x7ffdcec47480
0.0497592,-0.642719,0x7ffdcec47480
0.0497592,-0.642719,0x7ffdcec47480
0.0497592,-0.642719,0x7ffdcec47480
0.0494342,-0.644342,0x7ffdcec47480
0.0494342,-0.644342,0x7ffdcec47480
0.0494342,-0.644342,0x7ffdcec47480
0.0487857,-0.647364,0x7ffdcec47480
0.0487857,-0.647364,0x7ffdcec47480
0.0481733,-0.650121,0x7ffdcec47480
0.0481733,-0.650121,0x7ffdcec47480
0.0481733,-0.650121,0x7ffdcec47480
0.0475778,-0.652676,0x7ffdcec47480
0.0475778,-0.652676,0x7ffdcec47480
0.0470025,-0.655092,0x7ffdcec47480
0.0470025,-0.655092,0x7ffdcec47480
0.0470025,-0.655092,0x7ffdcec47480
0.0464067,-0.657413,0x7ffdcec47480
0.0464067,-0.657413,0x7ffdcec47480
0.0464067,-0.657413,0x7ffdcec47480
0.0459088,-0.659464,0x7ffdcec47480
0.0459088,-0.659464,0x7ffdcec47480
0.0456755,-0.660464,0x7ffdcec47480
0.0456755,-0.660464,0x7ffdcec47480
